Title,Year,Country,First_Author_First,Predicted_First_Gender,Last_Author_First,Predicted_Last_Gender,MeSH_Clean
Prognostication of out-of-hospital cardiac arrest patients by 3-min end-tidal capnometry level in emergency department.,2016,Hong Kong,Kin,andy,Kwok,unknown,"['Aged', 'Capnography', 'Carbon Dioxide', 'Cardiopulmonary Resuscitation', 'Emergency Service, Hospital', 'Female', 'Follow-Up Studies', 'Humans', 'Male', 'Out-of-Hospital Cardiac Arrest', 'Prognosis', 'Prospective Studies', 'Registries', 'Tidal Volume', 'Time Factors']"
Is epinephrine during cardiac arrest associated with worse outcomes in resuscitated patients?,2014,France,Florence,female,Alain,male,"['Adult', 'Aged', 'Aged, 80 and over', 'Cardiopulmonary Resuscitation', 'Cohort Studies', 'Epinephrine', 'Female', 'Humans', 'Male', 'Middle Aged', 'Out-of-Hospital Cardiac Arrest', 'Survival Rate', 'Treatment Outcome']"
Causes of in-hospital cardiac arrest - incidences and rate of recognition.,2015,Norway,Daniel,male,Bjørn,male,"['Aged', 'Aged, 80 and over', 'Cardiopulmonary Resuscitation', 'Female', 'Heart Arrest', 'Humans', 'Hypoxia', 'Incidence', 'Male', 'Middle Aged', 'Norway', 'Patient Discharge', 'Prospective Studies', 'Tachycardia, Ventricular', 'Tertiary Care Centers', 'Time-to-Treatment', 'Treatment Outcome']"
Monitoring of the adult patient on venoarterial extracorporeal membrane oxygenation.,2014,United States,Mabel,female,Anthony,male,"['Blood Gas Analysis', 'Extracorporeal Membrane Oxygenation', 'Heart Arrest', 'Heart Function Tests', 'Humans', 'Lactic Acid', 'Monitoring, Intraoperative', 'Oximetry']"
Search and rescue: think globally and act locally.,2014,United States,James,male,James,male,"['Cardiac Catheterization', 'Female', 'Heart Arrest', 'Heart Defects, Congenital', 'Humans', 'Male']"
The frequency of cardiac arrests in patients with congenital heart disease undergoing cardiac catheterization.,2014,United States,Kirsten,female,Peter,male,"['Adolescent', 'Cardiac Catheterization', 'Child', 'Child, Preschool', 'Cohort Studies', 'Databases, Factual', 'Female', 'Heart Arrest', 'Heart Defects, Congenital', 'Humans', 'Infant', 'Infant, Newborn', 'Male', 'Treatment Outcome']"
An algorithm used for ventricular fibrillation detection without interrupting chest compression.,2012,United States,Yongqin,andy,Wanchun,andy,"['Algorithms', 'Chest Wall Oscillation', 'Diagnosis, Computer-Assisted', 'Electrocardiography', 'Heart Arrest', 'Humans', 'Reproducibility of Results', 'Sensitivity and Specificity', 'Ventricular Fibrillation']"
"REBOARREST, resuscitative endovascular balloon occlusion of the aorta in non-traumatic out-of-hospital cardiac arrest: a study protocol for a randomised, parallel group, clinical multicentre trial.",2021,Norway,Jostein,male,Andreas,male,"['Adult', 'Aorta', 'Balloon Occlusion', 'Cardiopulmonary Resuscitation', 'Endovascular Procedures', 'Humans', 'Multicenter Studies as Topic', 'Norway', 'Out-of-Hospital Cardiac Arrest', 'Randomized Controlled Trials as Topic', 'Resuscitation', 'Shock, Hemorrhagic']"
Rescue Venoarterial Extracorporeal Membrane Oxygenation After Cardiac Arrest in COVID-19 Myopericarditis: A Case Report.,2021,Brazil,Pedro,male,Ricardo,male,"['COVID-19', 'Extracorporeal Membrane Oxygenation', 'Female', 'Heart Arrest', 'Humans', 'Immunization, Passive', 'Middle Aged', 'Myocarditis', 'SARS-CoV-2', 'Shock, Cardiogenic', 'COVID-19 Serotherapy']"
ST-Segment Elevation Myocardial Infarction and Out-of-Hospital Cardiac Arrest: Contemporary Management From the Multicenter START Registry.,2020,United States,Meena,female,David,male,"['Aged', 'Female', 'Humans', 'Male', 'Middle Aged', 'Myocardial Infarction', 'Out-of-Hospital Cardiac Arrest', 'Percutaneous Coronary Intervention', 'Registries', 'ST Elevation Myocardial Infarction', 'Treatment Outcome']"
Cardiac arrest after trigger point injection.,2019,,Erhan,male,Ayhan,male,"['Adult', 'Anesthesia, Local', 'Diagnosis, Differential', 'Electrocardiography', 'Female', 'Heart Arrest', 'Humans', 'Lidocaine', 'Myofascial Pain Syndromes', 'Pain, Intractable', 'Trigger Points']"
Standardized screening and treatment of patients with life-threatening arrhythmias: the Leiden out-of-hospital cardiac arrest evaluation study.,2004,Netherlands,Alida,female,Martin,male,"['Arrhythmias, Cardiac', 'Clinical Protocols', 'Coronary Angiography', 'Death, Sudden, Cardiac', 'Echocardiography', 'Electrophysiologic Techniques, Cardiac', 'Female', 'Heart Arrest', 'Humans', 'Male', 'Mass Screening', 'Middle Aged', 'Risk Assessment', 'Secondary Prevention', 'Survival Analysis']"
Cardiac Arrest and Resuscitation Unique to Pregnancy.,2016,United States,Terri-Ann,unknown,Carolyn,female,"['Advanced Cardiac Life Support', 'Female', 'Heart Arrest', 'Humans', 'Infant, Newborn', 'Patient Care Management', 'Pregnancy', 'Pregnancy Complications, Cardiovascular', 'Pregnancy Outcome']"
The impact of short-term exposure to air pollutants on the onset of out-of-hospital cardiac arrest: A systematic review and meta-analysis.,2017,China,Rongxian,andy,Sheng,andy,"['Air Pollutants', 'Air Pollution', 'Databases, Factual', 'Environmental Exposure', 'Humans', 'Out-of-Hospital Cardiac Arrest', 'Particulate Matter']"
The Application of an Integrated IHCA Information System to Analysis the Related Indicators.,2016,,Hui-Tzu,unknown,Hsiang-Fen,unknown,"['Data Mining', 'Heart Arrest', 'Hospital Information Systems', 'Hospitalists', 'Humans', 'Incidence', 'Outcome Assessment, Health Care', 'Patient Safety', 'Quality Assurance, Health Care', 'Quality Indicators, Health Care', 'Risk Assessment', 'Taiwan', 'User-Computer Interface']"
Prediction of cardiac events in patients with dilated cardiomyopathy using 123I-BMIPP and 201Tl myocardial scintigraphy.,2007,Japan,Aritomo,male,Junichi,male,"['Aged', 'Cardiomyopathy, Dilated', 'Fatty Acids', 'Female', 'Follow-Up Studies', 'Heart Arrest', 'Heart Failure', 'Humans', 'Image Interpretation, Computer-Assisted', 'Iodine Radioisotopes', 'Iodobenzenes', 'Male', 'Middle Aged', 'Multivariate Analysis', 'Myocardium', 'Predictive Value of Tests', 'Prognosis', 'Radiopharmaceuticals', 'Risk Factors', 'Survival Rate', 'Tachycardia, Ventricular', 'Thallium Radioisotopes', 'Tomography, Emission-Computed, Single-Photon']"
Acute coronary occlusion and percutaneous coronary intervention after out-of-hospital cardiac arrest.,2024,United States,Ronstan,unknown,Jacob,male,"['Humans', 'Coronary Occlusion', 'Out-of-Hospital Cardiac Arrest', 'Percutaneous Coronary Intervention', 'ST Elevation Myocardial Infarction', 'Heart', 'Coronary Artery Disease']"
"Prehospital use of adrenaline reduces survival in cardiac arrest, study finds.",2014,,Susan,female,Susan,female,"['Cardiopulmonary Resuscitation', 'Epinephrine', 'Female', 'Humans', 'Male', 'Out-of-Hospital Cardiac Arrest']"
Fasciculations in brain death.,2010,,Yesim,unknown,Sölen,unknown,"['Aged', 'Brain Death', 'Coma', 'Critical Illness', 'Electroencephalography', 'Fasciculation', 'Fatal Outcome', 'Female', 'Glasgow Coma Scale', 'Heart Arrest', 'Humans', 'Intensive Care Units', 'Subarachnoid Hemorrhage', 'Tomography, X-Ray Computed']"
Implementing a pediatric rapid response system to improve quality and patient safety.,2009,United States,Kerry,mostly_female,Tina,female,"['Adult', 'Cardiopulmonary Resuscitation', 'Child', 'Emergency Medical Services', 'Emergency Service, Hospital', 'Heart Arrest', 'Hospitals, Pediatric', 'Humans', 'Medical Errors', 'Medical Records', 'North Carolina', 'Organizational Case Studies', 'Outcome and Process Assessment, Health Care', 'Pediatrics', 'Quality of Health Care', 'Safety Management', 'United States']"
Ictal bradycardia and asystole: an uncommon cause of syncope.,2009,,Jan,male,Andrea,female,"['Aged', 'Bradycardia', 'Electroencephalography', 'Heart Arrest', 'Humans', 'Male', 'Middle Aged', 'Syncope']"
Clinical experience with cerebral oximetry in stroke and cardiac arrest.,2000,United States,E,unknown,A,unknown,"['Aged', 'Aged, 80 and over', 'Brain', 'Cerebrovascular Circulation', 'Female', 'Heart Arrest', 'Humans', 'Infarction, Middle Cerebral Artery', 'Middle Aged', 'Oximetry', 'Radionuclide Imaging', 'Spectroscopy, Near-Infrared', 'Tomography, X-Ray Computed', 'Xenon Radioisotopes']"
Renal impairment and mortality in patients with STEMI and cardiogenic shock/cardiac arrest.,2023,United States,Gautam,male,Timothy,male,"['Humans', 'Shock, Cardiogenic', 'ST Elevation Myocardial Infarction', 'Risk Factors', 'Treatment Outcome', 'Heart Arrest', 'Hospital Mortality', 'Percutaneous Coronary Intervention']"
Prevalence of asystole during tilt test-induced vasovagal syncope may depend on test methodology.,2023,Italy,Vincenzo,male,Michele,female,"['Humans', 'Aged', 'Syncope, Vasovagal', 'Prevalence', 'Tilt-Table Test', 'Syncope', 'Heart Arrest']"
Diagnostic and prognostic utility of cardiac troponin in post-cardiac arrest care.,2019,United States,Vijay,mostly_male,Mark,male,"['Aged', 'Female', 'Heart Arrest', 'Humans', 'Male', 'Middle Aged', 'Predictive Value of Tests', 'Prognosis', 'Retrospective Studies', 'Survival Rate', 'Troponin T']"
Health impacts of the Southeast Asian haze problem - A time-stratified case crossover study of the relationship between ambient air pollution and sudden cardiac deaths in Singapore.,2018,Singapore,Andrew,male,Marcus,male,"['Aged', 'Air Pollution', 'Asia, Southeastern', 'Cross-Over Studies', 'Death, Sudden, Cardiac', 'Female', 'Humans', 'Male', 'Middle Aged', 'Out-of-Hospital Cardiac Arrest', 'Particulate Matter', 'Seasons', 'Singapore']"
Neurophysiological and neuroradiological multimodal approach for early poor outcome prediction after cardiac arrest.,2018,Italy,Maenia,unknown,Antonello,male,"['Aged', 'Brain', 'Cardiopulmonary Resuscitation', 'Electroencephalography', 'Evoked Potentials, Somatosensory', 'Female', 'Follow-Up Studies', 'Heart Arrest', 'Humans', 'Hypothermia, Induced', 'Male', 'Multimodal Imaging', 'Prognosis', 'ROC Curve', 'Retrospective Studies', 'Time Factors', 'Tomography, X-Ray Computed']"
An Unsuspected Tooth: Spontaneous Tooth Aspiration Leading to Cardiac Arrest.,2016,Israel,Gabriel,male,Jeremy,male,"['Cardiopulmonary Resuscitation', 'Heart Arrest', 'Humans', 'Male', 'Radiography', 'Respiratory Aspiration', 'Tooth Loss']"
Donation After Cardiac Death Liver Transplantation After More Than 20 Minutes of Circulatory Arrest and Normothermic Regional Perfusion.,2016,Italy,Luciano,male,Stefano,male,"['Adult', 'Blood Circulation', 'Brain Injuries', 'Carcinoma, Hepatocellular', 'Cause of Death', 'Fatal Outcome', 'Graft Survival', 'Heart Arrest', 'Humans', 'Kidney Failure, Chronic', 'Kidney Transplantation', 'Liver Function Tests', 'Liver Neoplasms', 'Liver Transplantation', 'Male', 'Middle Aged', 'Perfusion', 'Stroke', 'Time Factors', 'Tissue Donors', 'Tissue and Organ Harvesting', 'Treatment Outcome']"
Cardiac arrest predictability in seizure patients based on emergency medical dispatcher identification of previous seizure or epilepsy history.,2007,United States,Jeff,male,Brett,male,"['Allied Health Personnel', 'Clinical Competence', 'Clinical Protocols', 'Emergency Medical Service Communication Systems', 'Epilepsy', 'Heart Arrest', 'Humans', 'Medical History Taking', 'Outcome and Process Assessment, Health Care', 'Predictive Value of Tests', 'Prognosis', 'Retrospective Studies', 'Seizures', 'Triage']"
Clinical significance of tissue Doppler imaging in patients with hypertrophic cardiomyopathy.,2007,Greece,Georgios,male,Georgios,male,"['Adult', 'Cardiomyopathy, Hypertrophic', 'Death, Sudden, Cardiac', 'Defibrillators, Implantable', 'Disease-Free Survival', 'Echocardiography, Doppler', 'Female', 'Follow-Up Studies', 'Heart Arrest', 'Humans', 'Male', 'Middle Aged', 'Risk Assessment', 'Risk Factors', 'Survival Rate', 'Tachycardia, Ventricular']"
Cardio-pulmonary arrest with acute coronary syndrome and ruptured abdominal aortic aneurysm: An unexpected scenario.,2016,Japan,Kazuhiro,male,Hiroshi,male,"['Acute Coronary Syndrome', 'Aortic Aneurysm, Abdominal', 'Heart Arrest', 'Humans', 'Male', 'Middle Aged']"
ALS conformed use of echocardiography or ultrasound in resuscitation management.,2008,,Raoul,male,Florian,male,"['Cardiac Tamponade', 'Cardiopulmonary Resuscitation', 'Echocardiography', 'Heart Arrest', 'Humans', 'Hypovolemia', 'Pneumothorax', 'Practice Guidelines as Topic', 'Pulmonary Embolism']"
"Recommended guidelines for monitoring, reporting, and conducting research on medical emergency team, outreach, and rapid response systems: an Utstein-style scientific statement: a scientific statement from the International Liaison Committee on Resuscitation (American Heart Association, Australian Resuscitation Council, European Resuscitation Council, Heart and Stroke Foundation of Canada, InterAmerican Heart Foundation, Resuscitation Council of Southern Africa, and the New Zealand Resuscitation Council); the American Heart Association Emergency Cardiovascular Care Committee; the Council on Cardiopulmonary, Perioperative, and Critical Care; and the Interdisciplinary Working Group on Quality of Care and Outcomes Research.",2007,United States,Mary,mostly_female,Lis,female,"['Biomedical Research', 'Critical Care', 'Emergency Medical Services', 'Global Health', 'Heart Arrest', 'Hospitals', 'Humans', 'International Cooperation', 'Patient Care Team', 'Perioperative Care', 'Quality Assurance, Health Care', 'Resuscitation', 'Stroke']"
C.A.U.S.E.: Cardiac arrest ultra-sound exam--a better approach to managing patients in primary non-arrhythmogenic cardiac arrest.,2008,United States,Caleb,male,John,male,"['Cardiac Tamponade', 'Cardiopulmonary Resuscitation', 'Echocardiography', 'Heart Arrest', 'Humans', 'Hypovolemia', 'Pneumothorax', 'Pulmonary Embolism', 'Reproducibility of Results']"
Critical care outreach services and early warning scoring systems: a review of the literature.,2001,,F,unknown,F,unknown,"['Clinical Competence', 'Community-Institutional Relations', 'Critical Care', 'Critical Illness', 'Curriculum', 'Education, Nursing, Continuing', 'Heart Arrest', 'Humans', 'Inservice Training', 'Intensive Care Units', 'Needs Assessment', 'Nursing Assessment', 'Nursing Evaluation Research', 'Nursing Staff, Hospital', 'Patient Admission', 'Quality of Health Care', 'Referral and Consultation', 'Risk Assessment', 'Risk Factors', 'Severity of Illness Index']"
Risk of out-of-hospital cardiac arrest in patients with rheumatoid arthritis: a nationwide study.,2022,Denmark,Hatem,male,Talip,male,"['Arrhythmias, Cardiac', 'Arthritis, Rheumatoid', 'Case-Control Studies', 'Comorbidity', 'Female', 'Humans', 'Male', 'Out-of-Hospital Cardiac Arrest']"
VA-ECMO and thrombus aspiration in a pulmonary embolism patient with cardiac arrest and contraindications to thrombolytic therapy.,2022,Austria,Alexander,male,Marianne,female,"['Contraindications', 'Extracorporeal Membrane Oxygenation', 'Heart Arrest', 'Humans', 'Male', 'Middle Aged', 'Pulmonary Embolism', 'Thrombolytic Therapy', 'Thrombosis']"
Long-term outcome of myocardial scarring and deformation with cardiovascular magnetic resonance in out of hospital cardiac arrest survivors.,2021,Italy,Anna,female,Chiara,female,"['Cicatrix', 'Contrast Media', 'Female', 'Humans', 'Magnetic Resonance Imaging, Cine', 'Magnetic Resonance Spectroscopy', 'Male', 'Myocardium', 'Out-of-Hospital Cardiac Arrest', 'Prognosis', 'Survivors']"
"Factors of importance to 30-day survival after in-hospital cardiac arrest in Sweden - A population-based register study of more than 18,000 cases.",2018,Sweden,Fredrik,male,Johan,male,"['Aged', 'Aged, 80 and over', 'Female', 'Heart Arrest', 'Hospital Mortality', 'Hospitalization', 'Humans', 'Male', 'Population Surveillance', 'Registries', 'Retrospective Studies', 'Survival Rate', 'Sweden', 'Time Factors']"
Resuscitation of prolonged cardiac arrest from massive pulmonary embolism by extracorporeal membrane oxygenation.,2017,,Yun,andy,Jaecheol,male,"['Adult', 'Cardiopulmonary Resuscitation', 'Electrocardiography', 'Extracorporeal Membrane Oxygenation', 'Heart Arrest', 'Humans', 'Hypothermia, Induced', 'Male', 'Pulmonary Embolism']"
Sinus arrest during citalopram treatment: Dose- or age-related?,2016,Greece,Polychronis,male,Dimitrios,male,"['Age Factors', 'Aged, 80 and over', 'Citalopram', 'Dose-Response Relationship, Drug', 'Electrocardiography', 'Heart Arrest', 'Humans', 'Male', 'Selective Serotonin Reuptake Inhibitors']"
Recognition and treatment of out-of-hospital cardiac arrests by non-emergency ambulance services in Singapore.,2013,Singapore,Nausheen,unknown,Marcus,male,"['Aged', 'Aged, 80 and over', 'Ambulances', 'Cardiopulmonary Resuscitation', 'Electric Countershock', 'Emergency Medical Services', 'Female', 'Humans', 'Male', 'Middle Aged', 'Out-of-Hospital Cardiac Arrest', 'Retrospective Studies', 'Singapore', 'Transportation of Patients']"
"""It's got potential""--an old tool used in a new way for pre-hospital detection of acute coronary occlusion after ventricular fibrillation.",2013,,Danesh,unknown,Michael,male,"['Body Surface Potential Mapping', 'Coronary Occlusion', 'Female', 'Humans', 'Male', 'Out-of-Hospital Cardiac Arrest', 'Ventricular Fibrillation']"
Case scenario: anesthesia-related cardiac arrest in a child with Timothy syndrome.,2012,United States,Aruna,female,Victoria,female,"['Anesthesia', 'Autistic Disorder', 'Heart Arrest', 'Humans', 'Infant', 'Long QT Syndrome', 'Male', 'Syndactyly']"
Pre-hospital body surface potential mapping improves early diagnosis of acute coronary artery occlusion in patients with ventricular fibrillation and cardiac arrest.,2013,Ireland,M,unknown,M,unknown,"['Aged', 'Area Under Curve', 'Body Surface Potential Mapping', 'Coronary Angiography', 'Coronary Occlusion', 'Early Diagnosis', 'Electrocardiography', 'Emergency Medical Services', 'Female', 'Humans', 'Male', 'Out-of-Hospital Cardiac Arrest', 'Retrospective Studies', 'Risk Factors', 'Sensitivity and Specificity', 'Ventricular Fibrillation']"
Rhythms and outcomes of adult in-hospital cardiac arrest.,2010,,Peter,male,Robert,male,"['Aged', 'Cardiopulmonary Resuscitation', 'Electric Countershock', 'Electrocardiography', 'Female', 'Follow-Up Studies', 'Heart Arrest', 'Hospital Mortality', 'Humans', 'Male', 'Middle Aged', 'Patient Discharge', 'Prospective Studies', 'Registries', 'Risk Assessment', 'Severity of Illness Index', 'Survival Analysis', 'Survivors', 'Tachycardia, Ventricular', 'Treatment Outcome', 'Ventricular Fibrillation']"
Use of transoesophageal echocardiography in the pre-hospital setting to determine compression position in out of hospital cardiac arrest.,2025,Australia,Natalie,female,Mark,male,"['Humans', 'Retrospective Studies', 'Male', 'Female', 'Out-of-Hospital Cardiac Arrest', 'Cardiopulmonary Resuscitation', 'Heart Massage', 'Echocardiography, Transesophageal', 'Aged', 'Middle Aged', 'Emergency Medical Services']"
IVUS-guided decision-making in acute coronary syndrome after resuscitated cardiac arrest.,2021,Italy,Luca,male,Fabrizio,male,"['Acute Coronary Syndrome', 'Coronary Angiography', 'Coronary Artery Disease', 'Heart Arrest', 'Humans', 'Percutaneous Coronary Intervention', 'Predictive Value of Tests', 'Treatment Outcome', 'Ultrasonography, Interventional']"
Spontaneous coronary artery dissection in a 38-year-old: stenting and/or surgery?,2013,,Jeremy,male,Marjan,male,"['Adult', 'Aortic Dissection', 'Chest Pain', 'Coronary Aneurysm', 'Coronary Angiography', 'Coronary Artery Bypass', 'Coronary Vessels', 'Diagnosis, Differential', 'Female', 'Heart Arrest', 'Humans', 'Stents']"
Assessment of genetic causes of cardiac arrest.,2013,Canada,Matthew,male,Andrew,male,"['Genetic Predisposition to Disease', 'Genetic Testing', 'Global Health', 'Heart Arrest', 'Humans', 'Incidence', 'Risk Assessment']"
Emotion-triggered cardiac asystole-inducing neurocardiogenic syncope.,2006,United States,John,male,Ram,male,"['Adult', 'Anxiety', 'Female', 'Heart Arrest', 'Humans', 'Recurrence', 'Stress, Psychological', 'Syncope, Vasovagal']"
Transcollateral retrograde diagnostic coronary angiogram - important therapeutic implications for an occluded arterial coronary artery bypass graft.,2015,Netherlands,Tak-Shun,unknown,Pierfrancesco,male,"['Collateral Circulation', 'Coronary Angiography', 'Coronary Artery Bypass', 'Coronary Circulation', 'Electrocardiography', 'Follow-Up Studies', 'Graft Occlusion, Vascular', 'Humans', 'Male', 'Middle Aged', 'Out-of-Hospital Cardiac Arrest', 'Reoperation', 'Risk Assessment', 'Tomography, X-Ray Computed', 'Treatment Outcome', 'Vascular Patency', 'Ventricular Fibrillation']"
Early CT signs in out-of-hospital cardiac arrest survivors: Temporal profile and prognostic significance.,2010,Japan,Joji,male,Kenji,male,"['Aged', 'Aged, 80 and over', 'Cardiopulmonary Resuscitation', 'Cerebral Cortex', 'Female', 'Heart Arrest', 'Humans', 'Hypoxia, Brain', 'Male', 'Middle Aged', 'Retrospective Studies', 'Sensitivity and Specificity', 'Time Factors', 'Tomography, X-Ray Computed', 'Treatment Outcome']"
Lack of lung sliding on ultrasound does not always indicate a pneumothorax.,2008,,Michael,male,Craig,male,"['Cardiac Tamponade', 'Cardiopulmonary Resuscitation', 'Echocardiography', 'Heart Arrest', 'Humans', 'Hypovolemia', 'Intubation, Intratracheal', 'Pneumothorax', 'Pulmonary Embolism']"
Pulseless electrical activity with witnessed arrest as a predictor of sudden death from massive pulmonary embolism in outpatients.,2001,United States,D,unknown,J,unknown,"['Adolescent', 'Adult', 'Aged', 'Cohort Studies', 'Death, Sudden, Cardiac', 'Electrophysiologic Techniques, Cardiac', 'Emergency Medical Services', 'Female', 'Heart Arrest', 'Humans', 'Male', 'Middle Aged', 'North Carolina', 'Outpatients', 'Predictive Value of Tests', 'Pulmonary Embolism', 'Pulse', 'Random Allocation', 'Sensitivity and Specificity', 'Sex Factors', 'Urban Health']"
Serum alkaline phosphatase levels and their association with neurological outcomes post-cardiac arrest.,2025,China,Wu-Jie,andy,Jing,andy,"['Humans', 'Alkaline Phosphatase', 'Retrospective Studies', 'Male', 'Female', 'Middle Aged', 'Risk Factors', 'Aged', 'Biomarkers', 'Heart Arrest', 'Time Factors', 'Risk Assessment', 'Up-Regulation', 'Nervous System Diseases']"
An unusual mechanism of asystole.,2014,,Adolfo,male,Fernando,male,"['Cardiac Pacing, Artificial', 'Diagnosis, Differential', 'Electrocardiography', 'Heart Arrest', 'Heart Transplantation', 'Humans', 'Sick Sinus Syndrome']"
"Recommended guidelines for monitoring, reporting, and conducting research on medical emergency team, outreach, and rapid response systems: an Utstein-style scientific statement. A Scientific Statement from the International Liaison Committee on Resuscitation; the American Heart Association Emergency Cardiovascular Care Committee; the Council on Cardiopulmonary, Perioperative, and Critical Care; and the Interdisciplinary Working Group on Quality of Care and Outcomes Research.",2007,,Mary,mostly_female,Lis,female,"['Biomedical Research', 'Critical Care', 'Emergency Medical Services', 'Global Health', 'Heart Arrest', 'Hospitals', 'Humans', 'International Cooperation', 'Patient Care Team', 'Perioperative Care', 'Quality Assurance, Health Care', 'Resuscitation', 'Stroke']"
Performance of digital early warning score (NEWS2) in a cardiac specialist setting: retrospective cohort study.,2023,,Baneen,unknown,Amitava,male,"['Humans', 'Early Warning Score', 'Retrospective Studies', 'COVID-19', 'Pandemics', 'Cohort Studies', 'Heart Arrest']"
Balancing thrombosis and bleeding after out-of-hospital cardiac arrest related to acute coronary syndrome: A literature review.,2021,France,Emmanuel,male,Fabien,male,"['Acute Coronary Syndrome', 'Coronary Thrombosis', 'Hemorrhage', 'Humans', 'Out-of-Hospital Cardiac Arrest', 'Percutaneous Coronary Intervention', 'Thrombosis']"
Concomitant usage of thrombolytic therapy and therapeutic hypothermia in a case of sudden cardiac arrest due to massive pulmonary embolism.,2019,,Ali,male,Tayfun,male,"['Combined Modality Therapy', 'Heart Arrest', 'Humans', 'Hypothermia, Induced', 'Male', 'Middle Aged', 'Pulmonary Embolism', 'Thrombolytic Therapy', 'Tomography, X-Ray Computed']"
Stenosis and revascularization of the coronary artery are associated with outcomes in presumed cardiogenic arrest survivors: A multi-center retrospective cohort study.,2019,,Min-Shan,unknown,Chien-Hua,unknown,"['Aged', 'Cardiopulmonary Resuscitation', 'Coronary Angiography', 'Coronary Stenosis', 'Female', 'Heart Arrest', 'Hospital Mortality', 'Humans', 'Male', 'Middle Aged', 'Myocardial Revascularization', 'Retrospective Studies', 'Survival Rate', 'Survivors', 'Taiwan']"
Duration of resuscitation efforts for in-hospital cardiac arrest by predicted outcomes: Insights from Get With The Guidelines - Resuscitation.,2017,United States,Steven,male,Brahmajee,unknown,"['Aged', 'Aged, 80 and over', 'Cardiopulmonary Resuscitation', 'Female', 'Heart Arrest', 'Hospitalization', 'Humans', 'Male', 'Patient Care Planning', 'Patient Discharge', 'Prognosis', 'Statistics as Topic', 'Time Factors', 'United States']"
"Heat, heat waves, and out-of-hospital cardiac arrest.",2016,,Si-Hyuck,unknown,Seil,unknown,"['Aged', 'Aged, 80 and over', 'Cities', 'Cross-Over Studies', 'Emergency Medical Services', 'Female', 'Hot Temperature', 'Humans', 'Male', 'Middle Aged', 'Out-of-Hospital Cardiac Arrest', 'Republic of Korea', 'Risk Factors']"
Establishing the diagnosis of inverted stress cardiomyopathy in a patient with cardiac arrest during general anesthesia: a potential role of myocardial strain?,2013,Serbia,Vojkan,unknown,Biljana,female,"['Anesthesia, General', 'Diagnosis, Differential', 'Echocardiography', 'Elasticity Imaging Techniques', 'Female', 'Heart Arrest', 'Humans', 'Myocardial Stunning', 'Takotsubo Cardiomyopathy', 'Young Adult']"
"Explainable machine learning model based on EEG, ECG, and clinical features for predicting neurological outcomes in cardiac arrest patient.",2025,China,Yanxiang,andy,Haojun,andy,"['Machine Learning', 'Heart Arrest', 'Electroencephalography', 'Electrocardiography', 'Coma', 'Prognosis', 'Area Under Curve', 'ROC Curve', 'Arrhythmias, Cardiac', 'Humans', 'Male', 'Female', 'Adult', 'Middle Aged', 'Aged']"
Implementation of a Multidisciplinary Team for Initiation of Extracorporeal Cardiopulmonary Resuscitation in Patients Presenting After Out-of-hospital Cardiac Arrest.,2025,United States,Sean,male,Vadim,male,"['Humans', 'Extracorporeal Membrane Oxygenation', 'Out-of-Hospital Cardiac Arrest', 'Retrospective Studies', 'Male', 'Female', 'Cardiopulmonary Resuscitation', 'Middle Aged', 'Patient Care Team', 'Aged', 'Cohort Studies', 'Survival Rate']"
Association Between Neurological Status and Outcomes in Cardiac Arrest Patients Undergoing PCI in Contemporary Practice: Insights From BMC2.,2024,United States,David,male,Devraj,unknown,"['Aged', 'Aged, 80 and over', 'Female', 'Humans', 'Male', 'Middle Aged', 'Acute Kidney Injury', 'Consciousness', 'Coronary Artery Disease', 'Heart Arrest', 'Hemorrhage', 'Hospital Mortality', 'Michigan', 'Percutaneous Coronary Intervention', 'Registries', 'Risk Assessment', 'Risk Factors', 'Time Factors', 'Treatment Outcome']"
Standardised and automated assessment of head computed tomography reliably predicts poor functional outcome after cardiac arrest: a prospective multicentre study.,2024,Sweden,Margareta,female,Marion,female,"['Humans', 'Male', 'Prospective Studies', 'Female', 'Middle Aged', 'Aged', 'Tomography, X-Ray Computed', 'Out-of-Hospital Cardiac Arrest', 'Prognosis', 'Hypothermia, Induced', 'Head', 'Predictive Value of Tests']"
Diagnostic test accuracy of life-threatening electrocardiographic findings (ST-elevation myocardial infarction equivalents) for acute coronary syndrome after out-of-hospital cardiac arrest without ST-segment elevation.,2023,Japan,Satoshi,male,Taku,male,"['Humans', 'Adolescent', 'Adult', 'Acute Coronary Syndrome', 'ST Elevation Myocardial Infarction', 'Out-of-Hospital Cardiac Arrest', 'Electrocardiography', 'Coronary Angiography', 'Diagnostic Tests, Routine']"
Capnography: A support tool for the detection of return of spontaneous circulation in out-of-hospital cardiac arrest.,2019,Spain,Andoni,male,Ahamed,unknown,"['Aged', 'Capnography', 'Cardiography, Impedance', 'Cardiopulmonary Resuscitation', 'Electrocardiography', 'Female', 'Heart Rate Determination', 'Humans', 'Machine Learning', 'Male', 'Middle Aged', 'Monitoring, Physiologic', 'Out-of-Hospital Cardiac Arrest', 'Reproducibility of Results', 'Sensitivity and Specificity']"
