Title,Year,Country,First_Author_First,Predicted_First_Gender,Last_Author_First,Predicted_Last_Gender,MeSH_Clean
Unravelling the phenotypic map of polycystic ovary syndrome (PCOS): a prospective study of 634 women with PCOS.,2007,Greece,Evanthia,female,Dimitrios,male,"['Adolescent', 'Adult', 'Anovulation', 'Biomarkers', 'Body Composition', 'Case-Control Studies', 'Female', 'Humans', 'Insulin Resistance', 'Odds Ratio', 'Ovarian Follicle', 'Ovary', 'Phenotype', 'Polycystic Ovary Syndrome', 'Prospective Studies', 'Risk', 'Sex Hormone-Binding Globulin', 'Statistics as Topic', 'Ultrasonography']"
"Clinical, biochemical and ultrasonographic features of infertile women with polycystic ovarian syndrome.",2007,Pakistan,Fauzia,female,Javed,male,"['Adult', 'Body Mass Index', 'Female', 'Follicle Stimulating Hormone', 'Humans', 'Hyperinsulinism', 'Infertility, Female', 'Luteinizing Hormone', 'Obesity', 'Pakistan', 'Polycystic Ovary Syndrome', 'Ultrasonography']"
Clinical and laboratory characteristics of adolescents with both polycystic ovary disease and anorexia nervosa.,2006,Israel,Orit,female,Sigal,female,"['Adolescent', 'Anorexia Nervosa', 'Body Mass Index', 'Child', 'Comorbidity', 'Female', 'Gonadal Steroid Hormones', 'Humans', 'Incidence', 'Israel', 'Polycystic Ovary Syndrome', 'Retrospective Studies', 'Risk Assessment', 'Risk Factors']"
Ovulation induction using laparoscopic ovarian drilling in women with polycystic ovarian syndrome: predictors of success.,2004,,S,unknown,W,unknown,"['Adult', 'Body Mass Index', 'Female', 'Follicle Stimulating Hormone', 'Humans', 'Laparoscopy', 'Luteinizing Hormone', 'Menstrual Cycle', 'Ovulation Induction', 'Polycystic Ovary Syndrome', 'Predictive Value of Tests', 'Pregnancy', 'Pregnancy Rate', 'Retrospective Studies', 'Testosterone', 'Ultrasonography']"
Polycystic ovary syndrome in adolescence.,2003,United States,Deborah,female,Deborah,female,"['Adolescent', 'Contraceptives, Oral, Combined', 'Female', 'Hirsutism', 'Humans', 'Hyperandrogenism', 'Incidence', 'Polycystic Ovary Syndrome', 'Prognosis', 'Risk Assessment', 'Severity of Illness Index', 'Ultrasonography', 'United States']"
Polycystic ovary syndrome in adolescents.,2002,United States,Sarah,female,Richard,male,"['Adolescent', 'Anovulation', 'Diabetes Mellitus, Type 2', 'Diagnosis, Differential', 'Female', 'Glucose Intolerance', 'Humans', 'Hyperandrogenism', 'Hyperlipidemias', 'Hypoglycemic Agents', 'Insulin Resistance', 'Metformin', 'Polycystic Ovary Syndrome', 'Treatment Outcome']"
Insulin resistance in polycystic ovary syndrome: hyperandrogenemia versus normoandrogenemia.,2001,,B,unknown,O,unknown,"['Adult', 'Androgens', 'Anovulation', 'Blood Glucose', 'Fasting', 'Female', 'Glucose Tolerance Test', 'Homeostasis', 'Humans', 'Hyperandrogenism', 'Insulin', 'Insulin Resistance', 'Ovary', 'Polycystic Ovary Syndrome', 'Ultrasonography']"
Using machine learning to predict patients with polycystic ovary disease in Chinese women.,2025,,Chen-Yu,andy,Yao-Jen,unknown,"['Humans', 'Female', 'Polycystic Ovary Syndrome', 'Machine Learning', 'Adult', 'China', 'Risk Factors', 'Triglycerides', 'Young Adult', 'Case-Control Studies', 'gamma-Glutamyltransferase', 'Alanine Transaminase', 'Aspartate Aminotransferases', 'Algorithms', 'Predictive Value of Tests', 'Age Factors', 'East Asian People']"
Imaging-Based Body Fat Distribution in Polycystic Ovary Syndrome: A Systematic Review and Meta-Analysis.,2021,China,Shiqin,andy,Yan,male,"['Abdominal Fat', 'Body Fat Distribution', 'Body Mass Index', 'Case-Control Studies', 'Diagnostic Imaging', 'Female', 'Humans', 'Insulin Resistance', 'Obesity, Abdominal', 'Polycystic Ovary Syndrome']"
Is There Really Increased Cardiovascular Morbidity in Women with Polycystic Ovary Syndrome?,2018,Italy,Enrico,male,Roger,male,"['Adult', 'Cardiovascular Diseases', 'Diabetes Mellitus', 'Female', 'Humans', 'Hyperandrogenism', 'Menstruation Disturbances', 'Obesity', 'Polycystic Ovary Syndrome', 'Risk Assessment', 'Risk Factors', 'Risk Reduction Behavior']"
Time-lapse imaging reveals differences in growth dynamics of embryos after in vitro maturation compared with conventional stimulation.,2017,Germany,Sabine,female,Thomas,male,"['Adult', 'Blastocyst', 'Embryo Culture Techniques', 'Embryo Transfer', 'Embryonic Development', 'Female', 'Fertility', 'Hospitals, University', 'Humans', 'In Vitro Oocyte Maturation Techniques', 'Infertility', 'Kinetics', 'Live Birth', 'Meiosis', 'Microscopy, Video', 'Polycystic Ovary Syndrome', 'Pregnancy', 'Pregnancy Rate', 'Retrospective Studies', 'Sperm Injections, Intracytoplasmic', 'Time-Lapse Imaging', 'Treatment Outcome', 'Young Adult']"
Diagnosis and management of polycystic ovary syndrome in the UK (2004-2014): a retrospective cohort study.,2016,,Tao,andy,Cormac,male,"['Acne Vulgaris', 'Adolescent', 'Adult', 'Contraceptives, Oral, Combined', 'Drug Prescriptions', 'Female', 'Humans', 'Hypoglycemic Agents', 'Incidence', 'Metformin', 'Middle Aged', 'Polycystic Ovary Syndrome', 'Poverty', ""Practice Patterns, Physicians'"", 'Prevalence', 'Primary Health Care', 'Prognosis', 'Retrospective Studies', 'United Kingdom', 'Young Adult']"
Pregnancy outcomes in women with polycystic ovary syndrome undergoing in vitro fertilization.,2016,Canada,Lynn,mostly_female,Ellen,female,"['Adult', 'Chi-Square Distribution', 'Female', 'Fertility', 'Fertilization in Vitro', 'Humans', 'Infertility, Female', 'Live Birth', 'Logistic Models', 'Multivariate Analysis', 'Odds Ratio', 'Polycystic Ovary Syndrome', 'Pregnancy', 'Pregnancy Complications', 'Pregnancy Rate', 'Retrospective Studies', 'Risk Assessment', 'Risk Factors', 'Time Factors', 'Treatment Outcome']"
"PON1 polymorphisms are associated with polycystic ovary syndrome susceptibility, related traits, and PON1 activity in Indian women with the syndrome.",2015,India,Roshan,male,Srabani,unknown,"['Adult', 'Aryldialkylphosphatase', 'Asian People', 'Body Weight', 'Case-Control Studies', 'Enzyme Activation', 'Female', 'Genetic Association Studies', 'Genetic Predisposition to Disease', 'Humans', 'India', 'Polycystic Ovary Syndrome', 'Polymorphism, Genetic', 'Young Adult']"
Polycystic ovarian syndrome and congenital uterine anomalies: the hidden common player.,2014,Egypt,Hisham,male,Fady,male,"['Adult', 'Egypt', 'Female', 'Humans', 'Infertility, Female', 'Polycystic Ovary Syndrome', 'Prevalence', 'Prospective Studies', 'Risk Factors', 'Ultrasonography', 'Urogenital Abnormalities', 'Uterus']"
Hyperandrogenemia is implicated in both the metabolic and reproductive morbidities of polycystic ovary syndrome.,2014,,Yeon-Ah,unknown,Hyejin,female,"['Adult', 'Blood Glucose', 'Case-Control Studies', 'Cross-Sectional Studies', 'Factor Analysis, Statistical', 'Female', 'Humans', 'Hyperandrogenism', 'Polycystic Ovary Syndrome', 'Reproduction', 'Young Adult']"
Body imaging and sexual behavior in lean women with polycystic ovary syndrome.,2013,Italy,Elena,female,Cesare,male,"['Adolescent', 'Adult', 'Body Image', 'Clitoris', 'Female', 'Hirsutism', 'Humans', 'Middle Aged', 'Polycystic Ovary Syndrome', 'Psychometrics', 'Sexual Behavior', 'Surveys and Questionnaires', 'Ultrasonography, Doppler, Color', 'Young Adult']"
Polycystic ovary syndrome is associated with higher left ventricular mass index: the CARDIA women's study.,2012,United States,Erica,female,Kirsten,female,"['Adolescent', 'Adult', 'Cardiovascular Diseases', 'Cohort Studies', 'Echocardiography', 'Female', 'Follow-Up Studies', 'Health Status Indicators', 'Heart Ventricles', 'Humans', 'Middle Aged', 'Organ Size', 'Polycystic Ovary Syndrome', 'Risk Factors', 'Young Adult']"
Vascular function in the diagnostic categories of polycystic ovary syndrome.,2011,Australia,Lisa,female,Helena,female,"['Adult', 'Arginine', 'C-Reactive Protein', 'Cardiovascular Diseases', 'Cross-Sectional Studies', 'Endothelium, Vascular', 'Female', 'Humans', 'Insulin Resistance', 'Overweight', 'Phenotype', 'Plasminogen Activator Inhibitor 1', 'Polycystic Ovary Syndrome', 'Vascular Resistance']"
Ultrasonographic extended-view technique for evaluation of abdominal fat distribution in lean women with polycystic ovary syndrome.,2011,Italy,Cesare,male,Stefano,male,"['Adult', 'Atherosclerosis', 'Biomarkers', 'Body Fat Distribution', 'Body Mass Index', 'Case-Control Studies', 'Female', 'Humans', 'Intra-Abdominal Fat', 'Organ Size', 'Ovary', 'Polycystic Ovary Syndrome', 'Subcutaneous Fat', 'Thinness', 'Ultrasonography, Doppler', 'Waist-Hip Ratio']"
Evidence-based approach to cutaneous hyperandrogenism in women.,2015,United States,Timothy,male,Kanade,unknown,"['Acne Vulgaris', 'Alopecia', 'Combined Modality Therapy', 'Evidence-Based Medicine', 'Female', 'Hirsutism', 'Humans', 'Hyperandrogenism', 'Incidence', 'Polycystic Ovary Syndrome', 'Prognosis', 'Risk Assessment', 'Skin Diseases', 'Treatment Outcome']"
Validity of adiponectin-to-leptin and adiponectin-to-resistin ratios as predictors of polycystic ovary syndrome.,2015,Bahrain,Sameh,female,Wassim,male,"['Adiponectin', 'Adult', 'Biomarkers', 'Case-Control Studies', 'Female', 'Humans', 'Leptin', 'Polycystic Ovary Syndrome', 'Predictive Value of Tests', 'Resistin', 'Retrospective Studies', 'Young Adult']"
Genetic polymorphisms in Pakistani women with polycystic ovary syndrome.,2015,Pakistan,Irfana,female,Hugh,male,"['Adult', 'Case-Control Studies', 'Estrogen Receptor alpha', 'Female', 'Gene Frequency', 'Genetic Association Studies', 'Genetic Predisposition to Disease', 'Haplotypes', 'Humans', 'Linkage Disequilibrium', 'Pakistan', 'Phenotype', 'Polycystic Ovary Syndrome', 'Polymorphism, Single Nucleotide', 'Receptors, FSH', 'Receptors, LH', 'Risk Factors']"
Familial trend in polycystic ovarian syndrome: report of two cases.,2013,,N,unknown,J,unknown,"['Adult', 'Anovulation', 'Clomiphene', 'Female', 'Fertility Agents, Female', 'Humans', 'Infertility, Female', 'Laparoscopy', 'Oligomenorrhea', 'Polycystic Ovary Syndrome', 'Treatment Outcome']"
Predictive factors of health-related quality of life in patients with polycystic ovary syndrome: a structural equation modeling approach.,2013,,Fatemeh,female,Soghrat,unknown,"['Adult', 'Anxiety', 'Body Image', 'Chi-Square Distribution', 'Cross-Sectional Studies', 'Depression', 'Female', 'Humans', 'Hyperandrogenism', 'Iran', 'Menstrual Cycle', 'Menstruation Disturbances', 'Mental Health', 'Phenotype', 'Polycystic Ovary Syndrome', 'Predictive Value of Tests', 'Quality of Life', 'Self Concept', 'Severity of Illness Index', 'Sexual Behavior', 'Surveys and Questionnaires', 'Young Adult']"
"Effects of low-dose metformin and rosiglitazone on biochemical, clinical, metabolic and biophysical outcomes in polycystic ovary syndrome.",2013,,L,unknown,E,unknown,"['Adult', 'Drug Therapy, Combination', 'Endothelium, Vascular', 'Female', 'Humans', 'Hypoglycemic Agents', 'Metformin', 'Ovary', 'Polycystic Ovary Syndrome', 'Rosiglitazone', 'Thiazolidinediones', 'Treatment Outcome', 'Ultrasonography']"
Comparison of diabetes mellitus and insulin resistance screening methods for women with polycystic ovary syndrome.,2011,United States,William,male,Ajay,male,"['Adolescent', 'Adult', 'Biomarkers', 'Cohort Studies', 'Diabetes Mellitus, Type 2', 'Female', 'Glucose Tolerance Test', 'Glycated Hemoglobin', 'Humans', 'Insulin Resistance', 'Mass Screening', 'Middle Aged', 'Polycystic Ovary Syndrome', 'Prospective Studies', 'Young Adult']"
The different phenotypes of polycystic ovary syndrome: no advantages for identifying women with aggravated insulin resistance or impaired lipids.,2011,Germany,S,unknown,A,unknown,"['Adolescent', 'Adult', 'Body Mass Index', 'Cohort Studies', 'Dyslipidemias', 'Female', 'Humans', 'Insulin Resistance', 'Lipoproteins, HDL', 'Phenotype', 'Polycystic Ovary Syndrome', 'Practice Guidelines as Topic', 'Prospective Studies', 'Sex Hormone-Binding Globulin', 'Testosterone', 'Young Adult']"
Polycystic ovary syndrome.,2007,Australia,Robert,male,Theresa,female,"['Anovulation', 'Female', 'Gonadotropins', 'Humans', 'Hyperandrogenism', 'Infertility, Female', 'Insulin Resistance', 'Polycystic Ovary Syndrome', 'Risk Factors']"
"Free testosterone, luteinizing hormone/follicle stimulating hormone ratio and pelvic sonography in relation to skin manifestations in patients with polycystic ovary syndrome.",2007,Iraq,Khalifa,unknown,Adil,male,"['Adolescent', 'Adult', 'Female', 'Follicle Stimulating Hormone', 'Humans', 'Luteinizing Hormone', 'Pelvis', 'Polycystic Ovary Syndrome', 'Prospective Studies', 'Saliva', 'Skin Diseases', 'Testosterone', 'Ultrasonography']"
Symptoms and treatments of polycystic ovary syndrome.,2006,,Maggi,unknown,Maggi,unknown,"['Clomiphene', 'Diagnosis, Differential', 'Estrogen Antagonists', 'Female', 'Humans', 'Hyperandrogenism', 'Hyperinsulinism', 'Hypoglycemic Agents', 'Infertility, Female', 'Laparoscopy', 'Menstruation Disturbances', 'Metabolic Syndrome', 'Metformin', ""Nurse's Role"", 'Obesity', 'Ovarian Function Tests', 'Ovulation Induction', 'Polycystic Ovary Syndrome', 'Punctures', 'Risk Factors', 'Rosiglitazone', 'Social Support', 'Thiazolidinediones']"
Mild androgen phenotypes.,2006,Italy,Enrico,male,Enrico,male,"['Adult', 'Cardiovascular Diseases', 'Female', 'Hirsutism', 'Humans', 'Hyperandrogenism', 'Ovary', 'Ovulation', 'Phenotype', 'Polycystic Ovary Syndrome', 'Risk', 'Ultrasonography']"
Quantification of Doppler signal in polycystic ovary syndrome using three-dimensional power Doppler ultrasonography: a possible new marker for diagnosis.,2002,,Hsien-An,unknown,Fong-Ming,unknown,"['Adult', 'Blood Flow Velocity', 'Body Mass Index', 'Estradiol', 'Female', 'Fertilization in Vitro', 'Follicle Stimulating Hormone', 'Humans', 'Luteinizing Hormone', 'Menstrual Cycle', 'Ovary', 'Polycystic Ovary Syndrome', 'Sensitivity and Specificity', 'Ultrasonography, Doppler, Color']"
Distribution and anthropometric characteristics of Rotterdam criteria-based phenotypic forms of Polycystic ovaries syndrome in Ukraine.,2024,Ukraine,Tetiana,female,Tetiana,female,"['Humans', 'Female', 'Aged', 'Adult', 'Middle Aged', 'Polycystic Ovary Syndrome', 'Hyperandrogenism', 'Cross-Sectional Studies', 'Overweight', 'Ukraine', 'Androgens', 'Phenotype', 'Obesity']"
Risk of severe acute respiratory syndrome coronavirus 2 infection among women with polycystic ovary syndrome.,2023,United States,Snigdha,unknown,Anuja,female,"['Adult', 'Female', 'Humans', 'Adolescent', 'Young Adult', 'Middle Aged', 'Aged', 'Polycystic Ovary Syndrome', 'COVID-19', 'COVID-19 Testing', 'Retrospective Studies', 'SARS-CoV-2', 'Obesity']"
Comparative effectiveness of aerobic exercise versus Yi Jin Jing on ovarian function in young overweight/obese women with polycystic ovary syndrome: study protocol for a randomized controlled trial.,2022,China,Jing,andy,Yang,andy,"['Adolescent', 'Adult', 'Anti-Mullerian Hormone', 'Exercise', 'Female', 'Humans', 'Obesity', 'Overweight', 'Polycystic Ovary Syndrome', 'Randomized Controlled Trials as Topic', 'Young Adult']"
Intrafollicular Concentrations of the Oocyte-secreted Factors GDF9 and BMP15 Vary Inversely in Polycystic Ovaries.,2022,Denmark,Stine,female,Claus,male,"['Anti-Mullerian Hormone', 'Biomarkers', 'Bone Morphogenetic Protein 15', 'Female', 'Follicular Fluid', 'Growth Differentiation Factor 9', 'Humans', 'Inhibins', 'Oocytes', 'Polycystic Ovary Syndrome', 'Transforming Growth Factor beta']"
Natural autoantibodies to the gonadotropin-releasing hormone receptor in polycystic ovarian syndrome.,2021,Germany,Lisa-Marie,unknown,Lutz,male,"['Adult', 'Autoantibodies', 'Biomarkers', 'Case-Control Studies', 'Female', 'Humans', 'Polycystic Ovary Syndrome', 'Receptors, LHRH', 'Young Adult']"
Dynamic Changes in Circulating Endocrine FGF19 Subfamily and Fetuin-A in Response to Intralipid and Insulin Infusions in Healthy and PCOS Women.,2020,Qatar,Manjunath,unknown,Abdul-Badi,unknown,"['Adolescent', 'Adult', 'Biomarkers', 'Exercise', 'Female', 'Fibroblast Growth Factor-23', 'Fibroblast Growth Factors', 'Health Status', 'Humans', 'Infusions, Intravenous', 'Insulin', 'Lipid Metabolism', 'Lipids', 'Polycystic Ovary Syndrome', 'Young Adult', 'alpha-2-HS-Glycoprotein']"
Comparison of PCOS phenotypes in adolescent and young adult Mediterranean women with possible PCOS.,2021,Italy,F,unknown,E,unknown,"['Adolescent', 'Androgens', 'Body Mass Index', 'Early Diagnosis', 'Female', 'Hirsutism', 'Humans', 'Italy', 'Menarche', 'Ovary', 'Phenotype', 'Polycystic Ovary Syndrome', 'Prevalence', 'Ultrasonography', 'Young Adult']"
Diagnosis and Management of Polycystic Ovary Syndrome in Adolescents.,2020,United States,Maria,female,Catherine,female,"['Adolescent', 'Androgens', 'Female', 'Follow-Up Studies', 'Guideline Adherence', 'Humans', 'Insulin', 'Luteinizing Hormone', 'Polycystic Ovary Syndrome', 'Quality of Life', 'Risk Factors']"
Galectin-3 is a potential biomarker to insulin resistance and obesity in women with polycystic ovary syndrome.,2020,Brazil,Michelle,female,Karina,female,"['Adult', 'Biomarkers', 'Blood Proteins', 'Body Mass Index', 'Case-Control Studies', 'Female', 'Galectins', 'Glucose Tolerance Test', 'Humans', 'Insulin Resistance', 'Obesity', 'Polycystic Ovary Syndrome']"
Androgens in Cushing's Syndrome.,2019,Italy,Giorgio,male,Marianna,female,"['Adrenocorticotropic Hormone', 'Androgens', 'Comorbidity', 'Cushing Syndrome', 'Female', 'Humans', 'Hyperandrogenism', 'Polycystic Ovary Syndrome']"
Clinical course of depression symptoms and predictors of enduring depression risk in women with polycystic ovary syndrome: Results of a longitudinal study.,2019,United States,Eleni,female,Heather,female,"['Adult', 'Body Mass Index', 'Body Weight', 'Cohort Studies', 'Depression', 'Female', 'Follow-Up Studies', 'Humans', 'Longitudinal Studies', 'Polycystic Ovary Syndrome', 'Predictive Value of Tests', 'Prospective Studies', 'Risk Factors']"
Evaluation of serum anti-nuclear antibody among women with PCOS: a hospital based single center cross sectional study.,2018,India,Aafia,unknown,R,unknown,"['Adolescent', 'Adult', 'Antibodies, Antinuclear', 'Autoimmunity', 'Body Mass Index', 'Cross-Sectional Studies', 'Female', 'Glucose Tolerance Test', 'Hospitals', 'Humans', 'Hyperandrogenism', 'India', 'Insulin', 'Menstrual Cycle', 'Polycystic Ovary Syndrome', 'Young Adult']"
Ovarian volume and PCOS: a controversial issue.,2018,Italy,Pierluigi,male,Giuseppe,male,"['Adult', 'Clomiphene', 'Dose-Response Relationship, Drug', 'Female', 'Humans', 'Organ Size', 'Ovary', 'Polycystic Ovary Syndrome', 'Retrospective Studies', 'Selective Estrogen Receptor Modulators', 'Ultrasonography', 'Young Adult']"
Hyperandrogenism Accompanies Increased Intra-Abdominal Fat Storage in Normal Weight Polycystic Ovary Syndrome Women.,2016,United States,Daniel,male,Gregorio,male,"['Adipocytes, White', 'Adolescent', 'Adult', 'Body Weight', 'Female', 'Humans', 'Hyperandrogenism', 'Intra-Abdominal Fat', 'Polycystic Ovary Syndrome', 'Prospective Studies', 'Subcutaneous Fat, Abdominal', 'Young Adult']"
Immunoanalytical profile of androstenedione.,2016,,Radhouene,unknown,Radhouene,unknown,"['Adult', 'Androstenedione', 'Blood Chemical Analysis', 'Child', 'Female', 'Hirsutism', 'Humans', 'Immunoassay', 'Male', 'Polycystic Ovary Syndrome', 'Research Design']"
Endometrial tuberculosis compounding polycystic ovary syndrome in a subfertile woman: a case report.,2016,Kenya,Charles,male,Alfred,male,"['Adult', 'Endometrium', 'Female', 'Humans', 'Hysteroscopy', 'Infertility, Female', 'Polycystic Ovary Syndrome', 'Tuberculosis', 'Uterine Diseases']"
Endocrine and metabolic characteristics in polycystic ovary syndrome.,2016,,Dorte,female,Dorte,female,"['Biomarkers', 'Female', 'Hirsutism', 'Humans', 'Hypoglycemic Agents', 'Insulin', 'Insulin Resistance', 'Metabolic Syndrome', 'Metformin', 'Obesity', 'Polycystic Ovary Syndrome', 'Randomized Controlled Trials as Topic', 'Risk Factors']"
Cutaneous Findings and Systemic Associations in Women With Polycystic Ovary Syndrome.,2016,United States,Timothy,male,Kanade,unknown,"['Acanthosis Nigricans', 'Acne Vulgaris', 'Adult', 'Alopecia', 'Cross-Sectional Studies', 'Female', 'Hirsutism', 'Humans', 'Hyperandrogenism', 'Polycystic Ovary Syndrome', 'Prevalence', 'Retrospective Studies', 'Young Adult']"
Clinically significant and sustained weight loss is achievable in obese women with polycystic ovary syndrome followed in a regular medical practice.,2010,Canada,Lysanne,female,Jean-Patrice,unknown,"['Adult', 'Cohort Studies', 'Continuity of Patient Care', 'Counseling', 'Female', 'Follow-Up Studies', 'Humans', 'Obesity', 'Office Visits', 'Polycystic Ovary Syndrome', 'Professional Practice', 'Prognosis', 'Retrospective Studies', 'Weight Loss', 'Young Adult']"
Transvaginal ultrasound-guided ovarian interstitial laser treatment in anovulatory women with polycystic ovary syndrome: a randomized clinical trial on the effect of laser dose used on the outcome.,2010,China,Wenjie,andy,Qian,andy,"['Adult', 'Anovulation', 'Female', 'Humans', 'Laser Coagulation', 'Ovary', 'Polycystic Ovary Syndrome', 'Pregnancy', 'Theca Cells', 'Treatment Outcome', 'Ultrasonography', 'Vagina']"
High prevalence of polycystic ovary syndrome in women with mild hirsutism and no other significant clinical symptoms.,2010,Italy,Gaetana,female,Enrico,male,"['17-alpha-Hydroxyprogesterone', 'Adult', 'Female', 'Hirsutism', 'Humans', 'Polycystic Ovary Syndrome', 'Prevalence', 'Retrospective Studies', 'Young Adult']"
Ultrasound-guided transvaginal ovarian needle drilling (UTND) for treatment of polycystic ovary syndrome: a randomized controlled trial.,2009,Egypt,Ahmed,male,Lotfi,male,"['Acne Vulgaris', 'Adolescent', 'Adult', 'Biopsy, Needle', 'Female', 'Hirsutism', 'Humans', 'Menstruation', 'Ovary', 'Ovulation', 'Polycystic Ovary Syndrome', 'Postoperative Complications', 'Pregnancy', 'Pregnancy Rate', 'Ultrasonography, Interventional', 'Vagina', 'Young Adult']"
Idiopathic intracranial hypertension: Evaluation of births and fertility through the Hospital Episode Statistics dataset.,2022,,Mark,male,Alexandra,female,"['Cesarean Section', 'Diabetes, Gestational', 'Female', 'Fertility', 'Hospitals', 'Humans', 'Obesity', 'Polycystic Ovary Syndrome', 'Pre-Eclampsia', 'Pregnancy', 'Pregnancy Outcome', 'Prospective Studies', 'Pseudotumor Cerebri']"
Analysis of LncRNA-mRNA Co-Expression Profiles in Patients With Polycystic Ovary Syndrome: A Pilot Study.,2021,China,Xiuhong,andy,Xiangcai,unknown,"['Adult', 'Cell-Free Nucleic Acids', 'Computational Biology', 'Female', 'Gene Expression Profiling', 'Gene Regulatory Networks', 'High-Throughput Nucleotide Sequencing', 'Humans', 'Pilot Projects', 'Polycystic Ovary Syndrome', 'RNA, Long Noncoding', 'RNA, Messenger', 'Real-Time Polymerase Chain Reaction', 'Transcriptome', 'Young Adult']"
Androgens and Anti-Müllerian Hormone in Infertile Patients.,2021,Belgium,Panagiotis,male,Nikolaos,male,"['Adult', 'Androgens', 'Anti-Mullerian Hormone', 'Cross-Sectional Studies', 'Female', 'Humans', 'Infertility, Female', 'Menstrual Cycle', 'Polycystic Ovary Syndrome', 'Testosterone']"
Premature progesterone rise as a trigger of polycystic ovarian syndrome.,2020,Italy,Dmitri,male,Michael,male,"['Female', 'Humans', 'Ovarian Cysts', 'Ovulation', 'Polycystic Ovary Syndrome', 'Progesterone']"
Weight Loss and Lowering Androgens Predict Improvements in Health-Related Quality of Life in Women With PCOS.,2016,United States,Anuja,female,Richard,male,"['Adolescent', 'Adult', 'Androgens', 'Behavior Therapy', 'Combined Modality Therapy', 'Contraceptives, Oral', 'Female', 'Health Status', 'Humans', 'Life Style', 'Polycystic Ovary Syndrome', 'Preconception Care', 'Prognosis', 'Quality of Life', 'Surveys and Questionnaires', 'Treatment Outcome', 'Weight Loss', 'Young Adult']"
Role of kisspeptin in polycystic ovary syndrome (PCOS).,2016,,Ozlen,unknown,Tuncay,male,"['Adult', 'Female', 'Humans', 'Kisspeptins', 'Leptin', 'Luteinizing Hormone', 'Polycystic Ovary Syndrome', 'Prospective Studies', 'Young Adult']"
Distinguishing characteristics of metabolically healthy versus metabolically unhealthy obese adolescent girls with polycystic ovary syndrome.,2016,Lebanon,Joon,andy,Silva,female,"['Adolescent', 'Blood Glucose', 'Cross-Sectional Studies', 'Diabetes Mellitus, Type 2', 'Female', 'Health Status', 'Humans', 'Insulin Resistance', 'Metabolic Diseases', 'Obesity', 'Polycystic Ovary Syndrome']"
Assessment of Anti-Müllerian Hormone Level in Management of Adolescents with Polycystic Ovary Syndrome.,2016,,Fatma,female,Metin,male,"['Adolescent', 'Androgens', 'Anti-Mullerian Hormone', 'Biomarkers', 'Contraceptives, Oral, Combined', 'Disease Management', 'Drug Combinations', 'Female', 'Follow-Up Studies', 'Humans', 'Hypoglycemic Agents', 'Insulin Resistance', 'Metformin', 'Polycystic Ovary Syndrome', 'Prognosis', 'Prospective Studies']"
The importance of speckle tracking echocardiography in the early detection of left ventricular dysfunction in patients with polycystic ovary syndrome.,2015,,Selami,male,Senay,unknown,"['Adolescent', 'Adult', 'Anthropometry', 'Echocardiography', 'Female', 'Humans', 'Insulin', 'Insulin Resistance', 'Observer Variation', 'Polycystic Ovary Syndrome', 'Triglycerides', 'Ventricular Dysfunction, Left', 'Ventricular Function, Left', 'Young Adult']"
Unusual presentation with polymenorrhagia and markedly high 17-hydroxy progesterone levels in a lady with Non-Classic Congenital Adrenal Hyperplasia.,2015,Pakistan,Azra,female,Marium,unknown,"['17-alpha-Hydroxyprogesterone', 'Adrenal Hyperplasia, Congenital', 'Diagnostic Errors', 'Female', 'Hirsutism', 'Humans', 'Menstruation Disturbances', 'Polycystic Ovary Syndrome', 'Young Adult']"
Peripheral blood-derived cytokine gene polymorphisms and metabolic profile in women with polycystic ovary syndrome.,2015,Brazil,Mirelle,female,Karina,female,"['Adolescent', 'Adult', 'Alleles', 'Brazil', 'Case-Control Studies', 'Cytokines', 'Female', 'Genetic Predisposition to Disease', 'Genotype', 'Humans', 'Insulin Resistance', 'Lipoproteins, HDL', 'Metabolome', 'Middle Aged', 'Phenotype', 'Polycystic Ovary Syndrome', 'Polymorphism, Single Nucleotide', 'Young Adult']"
Symptom patterns and phenotypic subgrouping of women with polycystic ovary syndrome: association between endocrine characteristics and metabolic aberrations.,2015,,Chu-Chun,unknown,Yu-Shih,unknown,"['Adolescent', 'Adult', 'Androgens', 'Anthropometry', 'Body Mass Index', 'Cluster Analysis', 'Cross-Sectional Studies', 'Endocrine System', 'Female', 'Humans', 'Luteinizing Hormone', 'Metabolic Syndrome', 'Phenotype', 'Polycystic Ovary Syndrome', 'Prevalence', 'Surveys and Questionnaires', 'Tertiary Care Centers', 'Young Adult']"
Higher metabolic risk with National Institutes of Health versus Rotterdam diagnostic criteria for polycystic ovarian syndrome in Turkish women.,2011,,Inan,unknown,Kerem,male,"['Adult', 'Body Mass Index', 'Case-Control Studies', 'Female', 'Glucose Tolerance Test', 'Hirsutism', 'Homeostasis', 'Humans', 'Insulin Resistance', 'Metabolic Syndrome', 'Phenotype', 'Polycystic Ovary Syndrome', 'Prospective Studies', 'Risk', 'Turkey']"
